0,1,2,3,4,5,6
NGR record,varies,with lower amplitudes and across a wider range of frequencies &gt;1/40 k.y. in sediment younger than ~1 Ma at the Bering slope sites,Cyclical siliciclastic deposition and its relationship to climate change,"Expedition 323 is the first expedition to recover deep, continuous sections of sediment from the Bering Sea, providing an opportunity to study sediment distributions in time and space in this marginal sea. The plethora of climatic and sedimentary structure information in the cores will allow us to develop an understanding of the influence of climate changes on sedimentation. Clearly, siliciclastics are a dominant component of all Bering slope sites and are less dominant at the Bowers Ridge sites. Because the sediments at each site are primarily composed of mixtures of siliciclastics and diatom frustules, the physical magnetic properties and natural gamma ray (NGR) measurements made on the tracks and with the  logging  tools  generally  provide  information about the relative proportions of clays/silts versus diatoms (although ash is a significant component of the sediment at Site U1339). NGR records (Fig. F16) indicate clear cyclicity; amplitude and wavelength appear to change markedly with depth at the Bering slope sites but not at the Bowers Ridge sites. Specifically, in sediment younger than \~1 Ma at the Bering slope sites (U1339, U1343, U1344, and U1345), the NGR record appears to vary with lower amplitudes and across a wider range of frequencies &gt;1/40 k.y. compared to NGR records in sediment older than 1 Ma (Fig. F16; see Natural gamma radiation in Physical properties in the Site U1343 chapter and Natural gamma radiation in Physical properties in the Site U1344 chapter). Because Sites U1339 and U1345 are short records younger than 1 Ma, long-term trends in the character of the variability can only be evaluated in the longer NGR records of Sites U1343 and U1344; however, the relatively high frequency variability of NGR data from the younger sediments is evident at all four slope sites.",9,Expedition 323 summary
NGR records,vary,with higher amplitudes and across a narrower range of frequencies in sediment older than 1 Ma,Cyclical siliciclastic deposition and its relationship to climate change,"Expedition 323 is the first expedition to recover deep, continuous sections of sediment from the Bering Sea, providing an opportunity to study sediment distributions in time and space in this marginal sea. The plethora of climatic and sedimentary structure information in the cores will allow us to develop an understanding of the influence of climate changes on sedimentation. Clearly, siliciclastics are a dominant component of all Bering slope sites and are less dominant at the Bowers Ridge sites. Because the sediments at each site are primarily composed of mixtures of siliciclastics and diatom frustules, the physical magnetic properties and natural gamma ray (NGR) measurements made on the tracks and with the  logging  tools  generally  provide  information about the relative proportions of clays/silts versus diatoms (although ash is a significant component of the sediment at Site U1339). NGR records (Fig. F16) indicate clear cyclicity; amplitude and wavelength appear to change markedly with depth at the Bering slope sites but not at the Bowers Ridge sites. Specifically, in sediment younger than \~1 Ma at the Bering slope sites (U1339, U1343, U1344, and U1345), the NGR record appears to vary with lower amplitudes and across a wider range of frequencies &gt;1/40 k.y. compared to NGR records in sediment older than 1 Ma (Fig. F16; see Natural gamma radiation in Physical properties in the Site U1343 chapter and Natural gamma radiation in Physical properties in the Site U1344 chapter). Because Sites U1339 and U1345 are short records younger than 1 Ma, long-term trends in the character of the variability can only be evaluated in the longer NGR records of Sites U1343 and U1344; however, the relatively high frequency variability of NGR data from the younger sediments is evident at all four slope sites.",9,Expedition 323 summary
long-term trends in the character of the variability,can only be evaluated,in the longer NGR records of Sites U1343 and U1344,Cyclical siliciclastic deposition and its relationship to climate change,"Expedition 323 is the first expedition to recover deep, continuous sections of sediment from the Bering Sea, providing an opportunity to study sediment distributions in time and space in this marginal sea. The plethora of climatic and sedimentary structure information in the cores will allow us to develop an understanding of the influence of climate changes on sedimentation. Clearly, siliciclastics are a dominant component of all Bering slope sites and are less dominant at the Bowers Ridge sites. Because the sediments at each site are primarily composed of mixtures of siliciclastics and diatom frustules, the physical magnetic properties and natural gamma ray (NGR) measurements made on the tracks and with the  logging  tools  generally  provide  information about the relative proportions of clays/silts versus diatoms (although ash is a significant component of the sediment at Site U1339). NGR records (Fig. F16) indicate clear cyclicity; amplitude and wavelength appear to change markedly with depth at the Bering slope sites but not at the Bowers Ridge sites. Specifically, in sediment younger than \~1 Ma at the Bering slope sites (U1339, U1343, U1344, and U1345), the NGR record appears to vary with lower amplitudes and across a wider range of frequencies &gt;1/40 k.y. compared to NGR records in sediment older than 1 Ma (Fig. F16; see Natural gamma radiation in Physical properties in the Site U1343 chapter and Natural gamma radiation in Physical properties in the Site U1344 chapter). Because Sites U1339 and U1345 are short records younger than 1 Ma, long-term trends in the character of the variability can only be evaluated in the longer NGR records of Sites U1343 and U1344; however, the relatively high frequency variability of NGR data from the younger sediments is evident at all four slope sites.",9,Expedition 323 summary
relatively high frequency variability of NGR data,is evident,in the younger sediments at all four slope sites,Cyclical siliciclastic deposition and its relationship to climate change,"Expedition 323 is the first expedition to recover deep, continuous sections of sediment from the Bering Sea, providing an opportunity to study sediment distributions in time and space in this marginal sea. The plethora of climatic and sedimentary structure information in the cores will allow us to develop an understanding of the influence of climate changes on sedimentation. Clearly, siliciclastics are a dominant component of all Bering slope sites and are less dominant at the Bowers Ridge sites. Because the sediments at each site are primarily composed of mixtures of siliciclastics and diatom frustules, the physical magnetic properties and natural gamma ray (NGR) measurements made on the tracks and with the  logging  tools  generally  provide  information about the relative proportions of clays/silts versus diatoms (although ash is a significant component of the sediment at Site U1339). NGR records (Fig. F16) indicate clear cyclicity; amplitude and wavelength appear to change markedly with depth at the Bering slope sites but not at the Bowers Ridge sites. Specifically, in sediment younger than \~1 Ma at the Bering slope sites (U1339, U1343, U1344, and U1345), the NGR record appears to vary with lower amplitudes and across a wider range of frequencies &gt;1/40 k.y. compared to NGR records in sediment older than 1 Ma (Fig. F16; see Natural gamma radiation in Physical properties in the Site U1343 chapter and Natural gamma radiation in Physical properties in the Site U1344 chapter). Because Sites U1339 and U1345 are short records younger than 1 Ma, long-term trends in the character of the variability can only be evaluated in the longer NGR records of Sites U1343 and U1344; however, the relatively high frequency variability of NGR data from the younger sediments is evident at all four slope sites.",9,Expedition 323 summary
logging data,provide,opportunity to derive continuous records of lithologic variability,Cyclical siliciclastic deposition and its relationship to climate change,"This change in the character of variability is also apparent in the logging data from Sites U1343 and U1344 (Fig. F24). The downhole logging data provide our only opportunity to derive continuous records of lithologic variability in the deeper sections where only one hole was drilled and where continuous composites of data generated on the cores cannot be spliced together as they are in sections with multiple drill holes. Potassium concentrations (K%), as measured by the logging tool, are generally related to terrigenous clay concentrations, although variations in the mineralogy of the terrigenous fraction could have a secondary influence. In this sedimentary environment, it appears that NGR represents the amount of terrigenous material relative to biogenic material in the sediment. Although much more research is needed, shipboard data indicate that high siliciclastic relative to biogenic deposition probably occurred during colder periods or possibly during deglaciations.",9,Expedition 323 summary
potassium concentrations (K%),are related to,terrigenous clay concentrations,Cyclical siliciclastic deposition and its relationship to climate change,"This change in the character of variability is also apparent in the logging data from Sites U1343 and U1344 (Fig. F24). The downhole logging data provide our only opportunity to derive continuous records of lithologic variability in the deeper sections where only one hole was drilled and where continuous composites of data generated on the cores cannot be spliced together as they are in sections with multiple drill holes. Potassium concentrations (K%), as measured by the logging tool, are generally related to terrigenous clay concentrations, although variations in the mineralogy of the terrigenous fraction could have a secondary influence. In this sedimentary environment, it appears that NGR represents the amount of terrigenous material relative to biogenic material in the sediment. Although much more research is needed, shipboard data indicate that high siliciclastic relative to biogenic deposition probably occurred during colder periods or possibly during deglaciations.",9,Expedition 323 summary
variations in mineralogy of terrigenous fraction,have,secondary influence on potassium concentrations,Cyclical siliciclastic deposition and its relationship to climate change,"This change in the character of variability is also apparent in the logging data from Sites U1343 and U1344 (Fig. F24). The downhole logging data provide our only opportunity to derive continuous records of lithologic variability in the deeper sections where only one hole was drilled and where continuous composites of data generated on the cores cannot be spliced together as they are in sections with multiple drill holes. Potassium concentrations (K%), as measured by the logging tool, are generally related to terrigenous clay concentrations, although variations in the mineralogy of the terrigenous fraction could have a secondary influence. In this sedimentary environment, it appears that NGR represents the amount of terrigenous material relative to biogenic material in the sediment. Although much more research is needed, shipboard data indicate that high siliciclastic relative to biogenic deposition probably occurred during colder periods or possibly during deglaciations.",9,Expedition 323 summary
NGR,represents,amount of terrigenous material relative to biogenic material,Cyclical siliciclastic deposition and its relationship to climate change,"This change in the character of variability is also apparent in the logging data from Sites U1343 and U1344 (Fig. F24). The downhole logging data provide our only opportunity to derive continuous records of lithologic variability in the deeper sections where only one hole was drilled and where continuous composites of data generated on the cores cannot be spliced together as they are in sections with multiple drill holes. Potassium concentrations (K%), as measured by the logging tool, are generally related to terrigenous clay concentrations, although variations in the mineralogy of the terrigenous fraction could have a secondary influence. In this sedimentary environment, it appears that NGR represents the amount of terrigenous material relative to biogenic material in the sediment. Although much more research is needed, shipboard data indicate that high siliciclastic relative to biogenic deposition probably occurred during colder periods or possibly during deglaciations.",9,Expedition 323 summary
high siliciclastic relative to biogenic deposition,occurred during,colder periods or possibly during deglaciations,Cyclical siliciclastic deposition and its relationship to climate change,"This change in the character of variability is also apparent in the logging data from Sites U1343 and U1344 (Fig. F24). The downhole logging data provide our only opportunity to derive continuous records of lithologic variability in the deeper sections where only one hole was drilled and where continuous composites of data generated on the cores cannot be spliced together as they are in sections with multiple drill holes. Potassium concentrations (K%), as measured by the logging tool, are generally related to terrigenous clay concentrations, although variations in the mineralogy of the terrigenous fraction could have a secondary influence. In this sedimentary environment, it appears that NGR represents the amount of terrigenous material relative to biogenic material in the sediment. Although much more research is needed, shipboard data indicate that high siliciclastic relative to biogenic deposition probably occurred during colder periods or possibly during deglaciations.",9,Expedition 323 summary
shipboard age model,applied to,K% record at Site U1343,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
K% record,shows,40 k.y. periodicity in periods older than 1 Ma,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
benthic δ18O records,indicate,variability of ice volume and eustatic sea level with 40 k.y. periodicity prior to 1 Ma,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
sea level,controls,timing of sedimentation at Bering slope sites,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
sea level highstands,occur,in warm periods,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
sea level highstands,result in,sediment deposition on shelves,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
increase in ice volume,results in,fall in sea level,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
global climate change,controls,timing of sediment deposition at Bering slope sites indirectly,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
variability of sediment composition,changed,after 1 Ma,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
NGR core measurements,do not show,simple relation to sea level change,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
NGR core measurements,show,variability in sedimentation with much higher frequency,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
increase in sea ice diatom and sea ice dinoflagellate forms,occurred,at 1 Ma,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
high-frequency variability in siliciclastic deposition,related to,sea ice processes,Cyclical siliciclastic deposition and its relationship to climate change,"Applying the shipboard age model to the K% record at Site U1343 and performing spectral analyses on the record (not shown) indicate that variability in K% dominantly occurs with 40 k.y. periodicity in periods older than \~1 Ma. In the portion of the record younger than 1 Ma, the variance is dispersed across many frequencies, and 40 k.y. periodicity does not dominate  the  spectrum.  Benthic  δ18O  records (Lisiecki and Raymo, 2005) indicate that the variability of ice volume, and therefore of eustatic sea level, occurs primarily with 40 k.y. periodicity prior to \~1 Ma (referred to as the 40 K world). As such, it appears that sea level may control the timing of pulses of sedimentation at the Bering slope sites. Sea level highstands in warm periods may have been times when sediment deposition on shelves occurred at the expense of deposition on the slope. As ice volume increased, sea level fell, the coastline moved seaward, and the flux of terrigenous material to the slope may have increased. This simple explanation may indicate how global climate change indirectly controlled the timing of sediment deposition at the slope sites during the 40 K world. After 1 Ma, the variability of the sediment composition changed, as reflected by logging K%. NGR core measurements do not appear to be simply related to sea level change, which occurred dominantly with \~100 k.y. variability; rather, variability in sedimentation appears to occur with much higher frequency. It is unclear why this happened, but the increase in sea ice diatom and sea ice dinoflagellate forms (discussed in the next section) at \~1 Ma may indicate that high-frequency variability in siliciclastic deposition related to sea ice processes is important—perhaps more important than global ice volume and concomitant sea level changes, which occur with lower frequency.",9,Expedition 323 summary
